doi,title,year,journal,systemType,anodeMaterials,cathodeMaterials,powerOutput,efficiency,qualityScore,parameterCompleteness,aiConfidence,reproducibilityScore,citationCount
10.36106/ijsr/7102481,BIO CONVERSION OF DOMESTIC SOLID WASTES INTO BIO COMPOST USING A BACTERIAL CONSORTIUM,2020,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH,MES,,,,6,,0.5,0.8,,0
10.36106/paripex/2011743,PRODUCTION OF BIOELECTRICITY THROUGH MICROBIAL FUEL CELL,2021,PARIPEX INDIAN JOURNAL OF RESEARCH,MFC,and cathode chamber,chamber,,,,0.5,0.7,,2
10.36108/laujet/4202.81.0370,Investigation of bioelectricity generation potential of pharmaceutical wastewater through microbial fuel cells operation,2024,LAUTECH Journal of Engineering and Technology,MFC,,,,,,0.375,0.95,,0
10.36227/techrxiv.11845068.v1,Review and Comparison of Grid-Tied Inverter Controllers in Microgrids,,,MES,,,,,,0,0.85,,0
10.36227/techrxiv.14178572.v1,An Open Model for Generating High Resolution Wind Power Production Scenarios,,,MES,,,,,,0,0.9,,0
10.36227/techrxiv.16578962.v1,Numerical Performance of Different Formulations for Alternating Current Optimal Power Flow,2021,,BES,,,,,,0,0.65,,3
10.36227/techrxiv.170906110.01094036/v2,Regarding the Hybrid Fuel Cell: On a Design Interlinking and Gaining the Most From Microbial and Hydrogen-Powered Fuel Cells,2024,,MFC,,,,,,0,0.7,,0
10.36227/techrxiv.24024333.v1,Impact of Loads on Synchronization Stability of Grid-Tied Inverters using Dynamic Phasors,,,MES,,,,,,0,0.85,,0
10.36227/techrxiv.24045618.v1,Multi-Channel Phase-Shifted Resonant Converter for Fuel Cell Application and Effect of Constant Power on its Characteristics,2023,,MEC,,,,,,0.125,0.65,,0
10.36227/techrxiv.24277057,High-efficiency Modulation Scheme for Three-Level Buck Four-Leg Current-Source Inverter,2023,,MES,,,,,,0.25,0.6,,1
10.36378/juatika.v7i2.4158,Effectiveness of Bacterial Consortium and Biochar in Remediation of Heavy Metals in Polluted Soil,2025,JURNAL AGRONOMI TANAMAN TROPIKA (JUATIKA),MES,,,,0.44,,0.625,0.9,,0
10.36456/tibuana.3.01.2206.61-66,DESIGN OF VERTICAL AXIS SAVONIUS WINDMILL FOR GENERATING ELECTRICITY USING PERMANENT MAGNET,2020,Tibuana,MES,,,,,,0,0.9,,4
10.36499/psnst.v1i1.1818,PENGARUH VOLUME SAMPAH DAUN TERHADAP KINERJA SOLID PHASE MICROBIAL FUEL CELL (SMFC),2017,Prosiding Sains Nasional dan Teknologi,MFC,,,8,,,0.5,0.7,0.187096774193548,0
10.36547/ft.2018.1.1.1-4,DEGRADATION OF AZO DYE AND ELECTRICITY GENERATION USING YEAST MEDIATED MICROBIAL FUEL CELL,2018,Fungal Territory,MFC,,,,,,0.375,0.7,,3
10.36576/summa.32904,"El MFC, ámbito de espiritualidad secular-familiar",2013,Familia. Revista de Ciencias y Orientación Familiar,MFC,,"[""Cu""]",,,,0,0.55,,0
10.36652/2073-8323-2020-19-10-473-481,Application of carbon nanotubes as additives improving the environmental performance of diesel engine,2019,AutoGas Filling Complex + Alternative fuel,BES,,,,6,,0.375,0.65,,0
10.36785/JAES.V6I2.195,Comparative Study of Different Biomass on Bio-electricity Generation Using Microbial Fuel Cell,2016,,MFC,,,,,,0.25,0.9,,7
10.36819/sw25.024,HIERARCHICAL HYBRID SIMULATION MODELING OF BACTERIAL DISEASE  INFECTION,2025,12th Simulation Workshop (SW25) Proceedings,MES,,,,,,0,0.8,,0
10.36838/v4i4.17,Enhancing the Efficiency of a Plant Microbial Fuel Cell through the Use of Methane-Oxidizing Bacteria,2022,International Journal of High School Research,MFC,,,,,,0.125,0.85,,1
10.36868/ejmse.2021.06.02.089,GUAR GUM HYDROGEL MICROBIAL FUEL CELL USING B.MEGATERIUM,2021,European Journal of Materials Science and Engineering,MFC,,,,,,0,0.55,,0
10.36876/aamb.1008,Improving Bioelectricity Generation of Microbial Fuel Cell (MFC) With Mediators Using Kitchen Waste as Substrate,2018,Annals of Applied Microbiology & Biotechnology Journal,MFC,,,,,,,0.6,,39
10.36876/aamb.1010,Improvement and Stable High Bioelectricity Generation Using Alkaliphilic Oceanobacillus iheyensis BS1(2) in Microbial Fuel Cells and Effect of Different Anodic Operating Conditions,2018,Annals of Applied Microbiology &amp; Biotechnology Journal,MFC,,,,,,0.5,1,,3
10.36909/jer.icapie.15043,Prospects of Factor Affecting Biodiesel Selection Strategies Based on Various Aspects: An Indian Perspective,2022,Journal of Engineering Research,MES,,,,,,0.125,0.9,,6
10.36922/jcau.157,Microbial technologies: Toward a regenerative architecture,2023,Journal of Chinese Architecture and Urbanism,MFC,,,,,,0,0.9,,2
10.36927/2079-0325-v28-is3-2020-1,Acute spontaneous intracerebral hemorrhage lethal outcome prediction on the ground of bioelectrical brain activity spectral analysis,2020,Ukrains'kyi Visnyk Psykhonevrolohii,MES,,,,,,0,0.9,,0
10.36946/0869-7922-2021-29-3-35-43,Mechanisms of formation of brain bioelectrical activity suppression patterns under adverse effects caused by neurotoxicants,2021,Toxicological Review,MES,,,,,,0.125,1,,2
10.36948/ijfmr.2023.v05i04.5618,Microbial Biofilms: Harnessing the Power of Complex Microbial Communities for Industrial Applications,2023,International Journal For Multidisciplinary Research,MES,,,,,,0.125,0.95,,0
10.36948/ijfmr.2023.v05i05.6134,Design and Implementation of High-Performance Power-Efficient Multiple-Output Class-AB Current Mirror For Capacitance Multiplier and Precision Rectifiers,2023,International Journal For Multidisciplinary Research,MES,,,,,,0,0.6,,0
10.36948/ijfmr.2024.v06i03.21785,Performance Evaliuation of Microbial Fuel Cell in Treating Industrial Effuelent and Energy Production,2024,International Journal For Multidisciplinary Research,MFC,,,,,,0.25,0.65,,0
10.36948/ijfmr.2025.v07i02.42807,Elaeocarpus Ganitrus Bead &amp; Bio Electricity,2025,International Journal For Multidisciplinary Research,MES,,,,,,0.125,0.9,,0
10.36948/ijfmr.2025.v07i02.43551,Assessment of Wastewater Treatment in the Paper Recycling Industry with Concurrent Bioelectricity Generation Using a Microbial Fuel Cell,2025,International Journal For Multidisciplinary Research,MFC,,,,,,0.375,0.9,,0
10.36948/ijfmr.2025.v07i03.45085,PERFORMANCE EVALUATION OF MICROBIAL FUEL CELLS FOR THE TREATMENT OF INDUSTRIAL WASTEWATER,2025,International Journal For Multidisciplinary Research,MFC,,,,,,0.375,0.7,,0
10.36962/eh03,Energy security and problems of sustainable energy efficiency supply,2020,,MES,,,,,,0,0.8,,0
10.37134/bitara.vol16.sp2.18.2023,Microbial Fuel Cell: A New Approach of Green Technology in Biology Curriculum,2023,Jurnal Pendidikan Bitara UPSI,MFC,,"[""Cu"",""iron"",""Ni""]",,,,0,0.75,,0
10.37190/epe240203,Optimization of a constructed wetland-microbial fuel cell system for Cr(VI) removal from wastewater and power generation performance,2023,Environment Protection Engineering,MFC,,,,,,0.25,0.7,,2
10.37200/ijpr/v24i4/pr201570,MEASUREMENT OF VIBRATION POWER FLOW IN THIN PLATE STRUCTURE WITH CROSS POWER SPECTRAL DENSITY-BASED TECHNIQUE,2020,International Journal of Psychosocial Rehabilitation,MFC,,"[""Ni""]",,,,0,0.5,,0
10.37204/0131-2189-2019-9-17,Determination parameters of the precipitating electrode of the electrotechnical means for cleaning air of livestock buildings from harmful gases and bacterial contamination,2019,Mehanization and electrification  of agricultural,MES,,,,,,0,0.9,,0
10.37231/myjas.2020.5.1.230,Investigation of Power Performance of a PEM Fuel Cell Using MATLAB Simulation,2020,Malaysian Journal of Applied Sciences,MFC,,gas channel,,,,0.125,0.7,,0
10.3724/j.yhyj.2024027,OSL Chronology in Sediment of the Qarhan Salt Lake Since Holocene,2024,Journal of Salt Lake Research,MES,,,,,,0.25,0.95,,0
10.3724/sp.j.1077.2010.00979,Preparation and Characterization of LSF-based Composite Anodes for Solid Oxide Electrolysis Cell,2010,Journal of Inorganic Materials,MFC,s for solid oxide electrolysis cell,,,,,0.125,0.7,,1
10.3724/sp.j.1077.2013.12245,Application of Modified Foam Graphite Anode with Low Potential in Marine Benthic Microbial Fuel Cell,2013,Journal of Inorganic Materials,MFC,with low potential in marine benthic microbial fuel cell,,,,,0.25,0.7,,5
10.3724/sp.j.1145.2010.00412,Electricity Generation and Taming of Electricigenes from Mediator-less Microbial Fuel Cell with &lt;I&gt;Saccharomyces cerevisiae&lt;/I&gt;,2010,Chinese Journal of Appplied Environmental Biology,MFC,,,,,,0.125,0.55,,1
10.3724/sp.j.1145.2013.00827,Coupled Bioelectrochemical System for Reducing CO2 to Simple Organic Compounds in the Presence of H2,2013,Chinese Journal of Appplied Environmental Biology,BES,,"[""Ni""]",,,,0.125,0.55,,2
10.3724/sp.j.1145.2013.00833,Simultaneous Production of Methane and Acetate from Carbon Dioxide with Bioelectrochemical Systems,2013,Chinese Journal of Appplied Environmental Biology,BES,,"[""carbon""]",,,,0.25,0.55,,5
10.3724/sp.j.1206.2009.00709,Antisense Oligonucleotides of XIAP Reverse Resistance to Phenytoin and Carbamazepine in K562 Cells and Rats of Intractable Epilepsy,2010,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,MES,,,,,,0,0.8,,0
10.37256/aecm.11202075,"Nanotechnology Utilization in Energy Conversion, Storage and Efficiency: a Perspective Review",,Advanced Energy Conversion Materials,MES,,,,,,0.125,1,,20
10.37256/aecm.4120232207,"The German Energy System: Analysis of Past, Present, and Future Developments",2023,Advanced Energy Conversion Materials,MES,,,,,,0.125,1,,8
10.37256/aecm.4220233116,Application of Particle Swarm Optimization for Sustainable Energy  Solution in Wind Power Plant,2023,Advanced Energy Conversion Materials,MES,,,,,,0.125,0.9,,0
10.37256/aecm.4220233336,Ballistic Thermoelectricity,,Advanced Energy Conversion Materials,MES,,,,,,0,0.9,,0
10.37256/aecm.6120255567,Impedance Spectroscopy for Electroceramics and Electrochemical  System,2024,Advanced Energy Conversion Materials,MES,,,,,,0.25,1,,10
10.37256/aecm.6120255740,Local Thermo-EMF and Nano-Limits of Efficiency,2024,Advanced Energy Conversion Materials,MES,,,,,,0,0.9,,0
10.37256/aecm.6120257030,"Retraction Note to ""Energy Consumption Pattern and Performance  Indices of Federal Medical Center, Jalingo, Nigeria"" [Advanced Energy  Conversion Materials, Volume 5 Issue 1 (2024), 56-71]",2025,Advanced Energy Conversion Materials,MES,,,,,,0,0.9,,0
10.37256/aecm.6120257031,"Retraction Note to ""Improvement of Polypropylene (PP)-Chitosan  Nanoparticles (CNP) for Advanced Bio-Composite"" [Advanced Energy  Conversion Materials, Volume 5 Issue 1 (2024), 117-132]",2025,Advanced Energy Conversion Materials,MES,,,,,,0,0.9,,0
10.37256/aecm.6220257421,"Retraction Note to ""Design of Low Energy Integrated Membranes  Units for Production of Highly Purified Water"" [Advanced Energy  Conversion Materials, Volume 1 Issue 1 (2020), 1-14]",2025,Advanced Energy Conversion Materials,MES,,,,,,0,0.9,,0
10.37256/aie.4120232503,Towards Artificial Intelligence in Sustainable Environmental Development,2023,Artificial Intelligence Evolution,MES,,,,,,0.125,0.9,,7
10.37256/amtt.3120221238,Recent Progresses on Inhibition of Bacterial Biofilms by Resveratrol:  A Systematic Review Covering a Ten-Year Period,2022,Applied Microbiology: Theory ＆ Technology,MES,,,,,,0.125,0.9,,2
10.37256/amtt.4120233041,Editorial on Special Column on Microbial Nanotechnology,2023,Applied Microbiology: Theory ＆ Technology,MES,,,,,,0,0.8,,0
10.37256/jeee.3220245685,Sustainable Hydrogen Generation through Solid Polymer Fuel Cell Autothermal Reforming for Improved Heat and Power Efficiency,2024,Journal of Electronics and Electrical Engineering,MFC,,,,,,0.25,0.7,,2
10.37256/nat.222021750,Electrochemical Detection of 4-Nitrophenol by Using Graphene Based  Nanocomposite Modified Glassy Carbon Electrodes: A Mini Review,2021,Nanoarchitectonics,BES,"[""graphene"",""graphene oxide"",""GO"",""reduced graphene oxide"",""rGO""]","[""carbon"",""Cu"",""iron"",""Fe"",""Ni""]",,,,0.375,0.75,,18
10.37256/sce.4220233125,"Microbial Fuel Cell, Their Type, Working Principle and Different Factors Affecting Their Performance: A Review",2023,Sustainable Chemical Engineering,MFC,is 170 mw·m-2,,,,,0.375,0.7,,6
10.37376/glj.vi53.1690,Measurement the Performance and the Current Variations of an Experimental Solar Cell System in Al-Marj City,2022,المجلة الليبية العالمية,BES,,,,,,0.125,0.65,,0
10.37391/ijeer.120435,An IoT Prototype for Water Quality Monitoring System with Case Study in NPIC Campus,2024,International Journal of Electrical and Electronics Research,MES,,,,,,0.25,0.95,,3
10.37394/232016.2023.18.26,Analysis of Power Quality and Technical Challenges in Grid-Tied Renewable Energy,2023,WSEAS TRANSACTIONS ON POWER SYSTEMS,MES,,,,,,0.125,1,,12
10.37394/232016.2025.20.5,Investigation of the Impact of Different Materials on the Efficiency of Lead-free Perovskite Solar Cell,2025,WSEAS TRANSACTIONS ON POWER SYSTEMS,MES,,,,10.13,,0.25,0.6,,0
10.37394/232032.2025.3.25,Bioconversion Modeling Food Waste in Hospital,2025,Financial Engineering,MES,,,,,,0.125,0.8,,0
10.37421/0974-7230.2020.13.310,Evolutionary Dynamics of Microbial Communities in Bioelectrochemical Systems,2020,Journal of Computer Science & Systems Biology,,,,,,,,0.6,,1
10.3748/wjg.v32.i9.114302,Establishing an esophago-pleural fistula disease model in rabbits with a magnetic compression technique,2026,World Journal of Gastroenterology,MEC,,,,,,0,0.75,,0
10.3748/wjg.v32.i9.115131,Research progress of plant-derived chemical compounds for overcoming pancreatic cancer drug resistance,2026,World Journal of Gastroenterology,MEC,,,,,,0,0.75,,0
10.37489/0235-2990-2025-70-11-12-33-42,Features of the Microbial Landscape and Antibacterial Chemotherapy in Mine-Blast Wounds in Modern Military Conflicts,2026,Antibiot Khimioter = Antibiotics and Chemotherapy,MES,,,,,,0.125,0.75,,0
10.37489/0235-2990-2025-70-11-12-5-13,Assessment of Analytical Sensitivity and Detection Time of Microbial Growth Using Automated Blood Culture Systems — Results of the Comparative Study,2026,Antibiot Khimioter = Antibiotics and Chemotherapy,MES,,,,,,0,0.75,,0
10.37547/ajast/volume03issue05-13,"METHODS OF MECHANICAL, CHEMICAL AND BIOLOGICAL TREATMENT OF WASTEWATER IN INDUSTRIAL ECOLOGY",2023,American Journal of Applied Science and Technology,MES,,,,,,0.25,0.8,,0
10.37547/ajast/volume05issue06-10,Characteristics And Research Approaches To Plant Microbiomes In The Ecological Conditions Of The Kyzylkum Desert,2025,American Journal of Applied Science and Technology,MES,,,,,,0.25,0.95,,0
10.37547/tajmspr/volume07issue06-06,Clinical efficacy of Electrolysis and Laser Hair Removal in PCOS patients,2025,The American Journal of Medical Sciences and Pharmaceutical Research,MES,,,,,,0,0.7,,0
10.37575/b/sci/230030,Comparative Genomic Analysis of Bacterial Strain PL and Detection of Sustainable Bio-Electricity Producing Features,2023,Basic and Applied Sciences - Scientific Journal of King Faisal University,MFC,,,,,,0.375,0.9,,0
10.3762/bjnano.14.44,Carbon nanotube-cellulose ink for rapid solvent identification,2023,Beilstein Journal of Nanotechnology,MFC,,,,,,0.375,0.7,,3
10.3762/bjnano.4.73,Preparation of electrochemically active silicon nanotubes in highly ordered arrays,2013,Beilstein Journal of Nanotechnology,MES,,,,,,0.125,1,,13
10.3762/bjnano.7.27,Functional fusion of living systems with synthetic electrode interfaces,2016,Beilstein Journal of Nanotechnology,MES,,,,,,0.25,1,,9
10.3762/bxiv.2020.10.v1,Outstanding fuel cell performance of a fully platinum-free electrocatalysts using a cost-effective catalyst support material,2020,,MFC,and cathode simultaneously was found to be almost 25 % of the maximum power density attained using commercial pt/c on both sides,simultaneously was found to be almost 25 % of the maximum power density attained using commercial pt/c on both sides,,,,0.375,0.7,,4
10.37636/recit.v518095,Estudio estadístico de la influencia de la distribución geométrica del cátodo en la producción de energía eléctrica en una celda de combustible microbiana de sedimentos,2022,Revista de Ciencias Tecnológicas,,,,,,,,0.6,,0
10.37745/bjmas.2022.0208,Fresh Water availability and Its Global challenge,2023,British Journal of Multidisciplinary and Advanced Studies,,,,,,,,0.6,,502
10.3775/jie.87.846,A Study of Microbial Fuel Cell Using Wheat Bran,2007,Journal of the Japan Institute of Energy,MFC,,,,,,0.125,0.55,,3
10.3775/jie.96.346,Effect of the Membrane Type and Resistance Load on the Performance of the Microbial Fuel Cell: A Step ahead of Microbial Desalination Cell Establishment,2017,Journal of the Japan Institute of Energy,MDC,,,,,,0.125,0.8,,15
10.3775/jie.98.242,Effect of Light Duration and Wavelength on Electricity Generation of a Microbial Fuel Cell (MFC) Using Activated Sludge,2019,Journal of the Japan Institute of Energy,MFC,,,,,,,0.6,,2
10.37756/bk.21.3.10.1,Optimization of Bio-Electrochemical Systems,2021,Biotechnology Kiosk,MES,,,,,,0.125,0.9,,0
10.37836/2309-7744-2020-1-2,Education system of the information age in the discourse of paradigmal forecast,2020,All Ukrainian scientific-practical magazine Principal of School Liceum Gymnasium,MES,,,,,,0.125,0.9,,0
10.3788/col202018.060603,All-optical inverter based on carbon nanotube-polyvinyl alcohol thin film,2019,Chinese Optics Letters,MFC,"[""carbon nanotube""]","[""Pt"",""carbon""]",,,,0.25,0.5,,2
10.37896/jxat12.05/1425,Bioelectrochemical Treatment of Sewage Associated With Desalination of Wetland Saline Water and Bioelectricity Generation in Stacked Microbial Fuel Cell,2020,JOURNAL OF XI'AN UNIVERSITY OF ARCHITECTURE &amp; TECHNOLOGY,MDC,,,,,,0.25,1,,0
10.37897/rjid.2024.4.4,Investigating the antimicrobial effect of Maillard products on pathogens microorganisms,2024,Romanian Journal of Infectious Diseases,MES,,,,,,0.375,0.9,,2
10.3791/57123,Novel Passive Clearing Methods for the Rapid Production of Optical Transparency in Whole CNS Tissue.,2018,Journal of Visualized Experiments,BES,,,,,,0.125,1,,7
10.3791/67204,"Characterizing Mediated Extracellular Electron Transfer in Lactic Acid Bacteria with a Three-electrode, Two-chamber Bioelectrochemical System",2024,Journal of Visualized Experiments,BES,,,,,,0.25,0.85,,3
10.37934/arfmts.115.2.103112,MFC Performance with Additional Micronutrients in Food Waste Substrate,2024,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,MFC,,,6652,7,,0.75,0.9,,1
10.37934/cfdl.16.10.5463,Performance Investigation of PEM Fuel Cell with Three-Pass Serpentine Flow Fields under Varying Operating Voltages,2024,CFD Letters,MES,,under different operating voltages,,,,0.25,0.7,,5
10.37990/medr.1466027,Design of an insulin tracer protein-based biosensor for insulin determination,2024,Medical Records,MES,,,,,,0.25,0.8,,2
10.38007/ml.2021.020301,Prediction Children's Gnawing Behaviour Based on Machine Learning,2021,Machine Learning Theory and Practice,MFC,,"[""Ni""]",,,,0,0.5,,0
10.38007/ml.2021.020303,SSH Application Classification Based on Machine Learning,2021,Machine Learning Theory and Practice,MFC,,"[""Ni""]",,,,0,0.5,,1
10.38007/ml.2022.030301,Intelligent Agriculture Decision System Based on Machine Learning,2022,Machine Learning Theory and Practice,MFC,,"[""Cu"",""Ni""]",,,,0,0.5,,0
10.38007/ml.2022.030403,Online Education User Behaviour Based on Machine Learning,2022,Machine Learning Theory and Practice,MFC,,"[""Ni""]",,,,0,0.5,,0
10.38007/ml.2022.030407,Machine Learning in the Prediction of Commodity Sales,2022,Machine Learning Theory and Practice,MFC,,"[""Ni""]",,,,0,0.5,,0
10.38007/ml.2023.040106,Automatic Text Classification Model Based on Machine Learning,2023,Machine Learning Theory and Practice,MFC,,"[""Ni""]",,,,0,0.5,,1
10.38042/biotechstudies.1784164,Effects of arsenate on electricity generation and microbial communities in single-chamber microbial fuel cells,2026,Biotech Studies,MFC,,,,,,0.625,0.75,,1
10.3808/jei.201500308,Lab-Scale Experiment and Model Study on Enhanced Digestion of Wastewater Sludge using Bioelectrochemical Systems,2014,Journal of Environmental Informatics,BES,,,,,,0.375,0.55,,12
10.38124/ijisrt/ijisrt24sep1230,Addressing Power Efficiency and Stability in SRAM: A 4x4 Cell Array Design with Enhanced Power Gating,2024,International Journal of Innovative Science and Research Technology (IJISRT),MEC,,,,,,0,0.6,,1
10.38142/ijesss.v5i5.1164,The Role of EM4 (Effective Microorganisms) in Solid Waste-Powered Microbial Fuel Cells: Investigating Voltage Output and Electrical Conductivity For Bioelectricity Generation,2024,"International Journal of Environmental, Sustainability, and Social Science",MFC,,,,,,0.125,0.95,,2
10.3846/16484142.2006.9638046,THE EFFECT OF FUEL ADDITIVE SO‐2E ON DIESEL ENGINE PERFORMANCE WHEN OPERATING ON DIESEL FUEL AND SHALE OIL,2006,TRANSPORT,MES,,,,,,0.125,0.6,,3
10.3846/16486897.2017.1319375,"BIOCHAR AS A TOOL TO REDUCE THE AGRICULTURAL GREENHOUSE-GAS BURDEN – KNOWNS, UNKNOWNS AND FUTURE RESEARCH NEEDS",2017,Journal of Environmental Engineering and Landscape Management,,,,,,,,0.6,,212
10.3846/aviation.2019.12019,TOWARDS MEETING THE IATA-AGREED 1.5% AVERAGE ANNUAL FUEL EFFICIENCY IMPROVEMENTS BETWEEN 2010 AND 2020: THE CURRENT PROGRESS BEING MADE BY U.S. AIR CARRIERS,2020,Aviation,MES,,,,,,0.125,0.6,,3
10.3846/transport.2018.1572,EFFECTS OF INJECTION TIMING OF DIESEL FUEL ON PERFORMANCE AND EMISSION OF DUAL FUEL DIESEL ENGINE POWERED BY DIESEL/E85 FUELS,2018,Transport,MES,,,,,,0.375,0.6,,24
10.3866/pku.whxb201606227,Applications of Graphene-Based Hybrid Material as Electrodes in Microbial Fuel Cells,2016,Acta Physico-Chimica Sinica,MFC,,,,,,,0.6,,9
10.3897/aca.6.e108028,Genetic evidence that multiple cytochrome nanowires are necessary for Fe(III) oxide reduction in Geobacter sulfurreducens,2023,ARPHA Conference Abstracts,MES,,"[""Pt"",""Cu"",""Fe"",""Ni""]",,,,0.25,0.7,,1
10.3897/aca.6.e108960,Microbial community ecosystem network model for chemical energy transport,2023,ARPHA Conference Abstracts,MES,,,,,,0,0.9,,0
10.3897/folmed.62.e47844,"Impact of a Newly Synthesized Molecule (2-chloro-N-(1-(3,4-dimethoxyphenyl) propan-2-yl)-2-phenylacetamide) on the Bioelectrogenesis and the Contractile Activity of Isolated Smooth Muscles",2020,Folia Medica,MES,,,,,,0.25,0.9,,5
10.3901/jme.2016.18.177,Integrated Design Optimization of MFC-layout Form and Control Parameters for Morphing Structural Shapes,2015,Journal of Mechanical Engineering,MFC,,"[""Pt""]",,,,0,0.55,,0
10.3901/jme.2020.16.044,Geometrically Nonlinear Modeling and Analysis of Functionally Graded Carbon Nanotube-reinforced Composite Rectangular Plate Shells with MFCs,2020,Journal of Mechanical Engineering,MFC,,,,,,0.375,0.7,,3
10.3906/kim-2106-59,Study on potential applications and toxicity analysis of green synthesized nanoparticles,2021,TURKISH JOURNAL OF CHEMISTRY,,,,,,,,0.6,,38
10.3923/ajbs.2024.41.52,Determination of Electrochemical Properties of Electrolytes from Domestic Wastewater,2024,Asian Journal of Biological Sciences,MFC,,,,,,0.375,0.9,,0
10.3923/jas.2016.124.137,Pretreatment Methods of Organic Wastes for Biogas Production,2016,Journal of Applied Sciences,,,,,,,,0.6,,68
10.3923/JEST.2016.481.485,Microbial Fuel Cell for Conversion of Chemical Energy to Electrical Energy from Food Industry Wastewater,2016,Journal of Environmental Science and Technology,MFC,,,,64.2,,0.625,1,,6
10.3934/BIOENG.2015.3.222,Delving through electrogenic biofilms: from anodes to cathodes to microbes,2015,AIMS Bioengineering,MES,,,,,,0.125,0.9,,42
10.3934/BIOENG.2016.1.60,Effects of inoculation sources on the enrichment and performance of anode bacterial consortia in sensor typed microbial fuel cells,2016,AIMS Bioengineering,MFC,,,,,,0.375,1,,10
10.3934/ENERGY.2014.3.321,Residue Derived Fuels as an Alternative Fuel for the Hellenic Power Generation Sector and their Potential for Emissions Reduction,2014,AIMS Energy,MES,,,,,,0.25,1,,22
10.3934/energy.2019.1.1,Sustainability of biohydrogen as fuel: Present scenario and future perspective,2019,AIMS energy,,,,,,,,0.6,,53
10.3934/environsci.2022030,Effect of electrode modification on the production of electrical energy and degradation of Cr (Ⅵ) waste using tubular microbial fuel cell,2021,AIMS Environmental Science,MFC,with rice bran and cathode with cu catalyst towards electricity generation and pollutant removal in molasses and reducing cr (ⅵ) into cr (ⅲ) using tubular microbial fuel cells,with cu catalyst towards electricity generation and pollutant removal in molasses and reducing cr (ⅵ) into cr (ⅲ) using tubular microbial fuel cells,,,,0.625,0.7,,6
10.3934/mbe.2020329,Competitive Exclusion in a DAE Model for Microbial Electrolysis Cells,2019,ARXIV,MEC,"[""GO""]","[""Pt"",""Cu"",""Fe"",""Ni""]",,,,0.25,0.7,,0
10.3934/mfc.2021008,Evaluation of parallel and sequential deep learning models for music subgenre classification,2020,Mathematical Foundations of Computing,MFC,,"[""Ni""]",,,,0.125,0.5,,2
10.3934/mfc.2022024,Machine scheduling with job rejection and DeJong's learning effect,2022,Mathematical Foundations of Computing,MFC,,"[""Fe"",""Ni""]",,,,0,0.5,,1
10.3934/mfc.2022028,Error analysis of classification learning algorithms based on LUMs loss,2022,Mathematical Foundations of Computing,MFC,"[""GO""]","[""Ni""]",,,,0.125,0.5,,11
10.3934/mfc.2023008,Single-machine scheduling with coupled task and rejection,2023,Mathematical Foundations of Computing,MFC,,,,,,0,0.5,,0
10.3934/mfc.2023020,A knowledge representation learning model based on relation rotation in two-dimensional Minkowski space,2023,Mathematical Foundations of Computing,MFC,,"[""Ni""]",,,,0.125,0.5,,2
10.3934/mfc.2023023,Role of federated learning in healthcare systems: A survey,2023,Mathematical Foundations of Computing,MFC,,"[""Fe"",""Ni""]",,,,0.125,0.5,,12
10.3934/mfc.2023039,Learning and approximating piecewise smooth functions by deep sigmoid neural networks,2024,Mathematical Foundations of Computing,MFC,,"[""Ni""]",,,,0.125,0.5,,3
10.3934/mfc.2024017,MSA-HCL: Multimodal sentiment analysis model with hybrid contrastive learning,2024,Mathematical Foundations of Computing,MFC,,"[""Ni""]",,,,0.125,0.5,,0
10.3934/mfc.2024020,Uniform-machine scheduling problems in green manufacturing system,2024,Mathematical Foundations of Computing,MFC,,"[""Ni""]",,,,0.125,0.5,,3
10.3934/mfc.2024025,Total stability of outcome weighted learning,2024,Mathematical Foundations of Computing,MFC,,"[""Ni""]",,,,0.125,0.5,,1
10.3934/mfc.2025020,P-type iterative learning control for impulsive pantograph equations with Hilfer fractional derivative,2024,Mathematical Foundations of Computing,MFC,,"[""Fe"",""Ni""]",,,,0.125,0.5,,5
10.3940/rina.hs.2023.12,SS GREAT BRITAIN: VOYAGE TO CARBON NEUTRAL,2023,Historic Ships 2023,MES,,,,,,0,0.9,,0
10.3940/rina.ijme.2019.a2.532,Energy Efficiency Based Operation of Compressed Air System on Ships to Reduce Fuel 163 Consumption and CO2 Emission,2019,International Journal of Maritime Engineering,MES,,,,,,0.125,0.6,,4
10.3940/rina.win.2019.10,ZERO EMISSION SAILING SHIP – CONCEPTUAL DESIGN –,2019,Wind Propulsion 2019,MES,,,,,,0,0.8,,0
10.3990/1.9789036535700.,FINAL REPORT,2018,"articles, theses, and engineering reports.",MES,,,,0.7769,,0.375,0.85,,
10.3993/JFBI06200901,"Bioengineered Textiles and Nonwovens - The Convergence of Bio- miniaturisation and Electroactive Conductive Polymers for Assistive Healthcare, Portable Power and Design-led Wearable Technology",2009,Journal of Fiber Bioengineering and Informatics,MES,,,,,,0.125,1,,9
10.4014/jmb.0812.663,Electricity Generation Coupled with Wastewater Treatment Using a Microbial Fuel Cell Composed of a Modified Cathode with a Ceramic Membrane and Cellulose Acetate Film,2009,Journal of Microbiology and Biotechnology,MFC,,with a ceramic membrane and cellulose acetate film,,,,0.25,0.7,,17
